"State","District","Crop","Season","Area-2023-24","Production-2023-24","Yield-2023-24"
"Maharashtra","Palghar","Urad","Kharif","0.03","0.02","651.00"
"Maharashtra","Palghar","Urad","Total","0.03","0.02","651.00"
"Maharashtra","Palghar","Moong","Kharif","0.00","0.00","275.00"
"Maharashtra","Palghar","Moong","Total","0.00","0.00","275.00"
"Maharashtra","Palghar","Other Pulses","Kharif","0.00","0.00","539.00"
"Maharashtra","Palghar","Other Pulses","Rabi","0.03","0.02","694.00"
"Maharashtra","Palghar","Other Pulses","Total","0.03","0.02","676.00"
"Maharashtra","Palghar","Total Pulses","Total","0.11","0.08","709.00"
"Maharashtra","Palghar","Total Food Grains","Kharif","1.06","2.31","2176.00"
"Maharashtra","Palghar","Total Food Grains","Rabi","0.05","0.05","847.00"
"Maharashtra","Palghar","Total Food Grains","Summer","0.02","0.07","4156.00"
"Maharashtra","Palghar","Total Food Grains","Total","1.13","2.42","2143.00"
"Maharashtra","Parbhani","Wheat","Rabi","0.27","0.51","1898.00"
"Maharashtra","Parbhani","Wheat","Total","0.27","0.51","1898.00"
"Maharashtra","Parbhani","Maize","Kharif","0.01","0.01","879.00"
"Maharashtra","Parbhani","Maize","Rabi","0.02","0.01","892.00"
"Maharashtra","Parbhani","Maize","Summer","0.01","0.01","1026.00"
"Maharashtra","Parbhani","Maize","Total","0.03","0.03","916.00"
"Maharashtra","Parbhani","Jowar","Kharif","0.02","0.02","748.00"
"Maharashtra","Parbhani","Jowar","Rabi","1.09","1.27","1161.00"
"Maharashtra","Parbhani","Jowar","Summer","0.00","0.00","831.00"
"Maharashtra","Parbhani","Jowar","Total","1.11","1.28","1152.00"
"Maharashtra","Parbhani","Bajra","Kharif","0.01","0.00","736.00"
"Maharashtra","Parbhani","Bajra","Summer","0.00","0.00","910.00"
"Maharashtra","Parbhani","Bajra","Total","0.01","0.01","783.00"
"Maharashtra","Parbhani","Small Millets","Kharif","0.00","0.00","286.00"
"Maharashtra","Parbhani","Small Millets","Total","0.00","0.00","286.00"
"Maharashtra","Parbhani","Shree Anna /Nutri Cereals","Kharif","0.03","0.02","717.00"
"Maharashtra","Parbhani","Shree Anna /Nutri Cereals","Rabi","1.09","1.27","1161.00"
"Maharashtra","Parbhani","Shree Anna /Nutri Cereals","Summer","0.00","0.00","892.00"
"Maharashtra","Parbhani","Shree Anna /Nutri Cereals","Total","1.12","1.29","1148.00"
"Maharashtra","Parbhani","Nutri/Coarse Cereals","Kharif","0.04","0.03","752.00"
"Maharashtra","Parbhani","Nutri/Coarse Cereals","Rabi","1.11","1.28","1157.00"
"Maharashtra","Parbhani","Nutri/Coarse Cereals","Summer","0.01","0.01","988.00"
"Maharashtra","Parbhani","Nutri/Coarse Cereals","Total","1.16","1.32","1142.00"
"Maharashtra","Parbhani","Cereals","Kharif","0.04","0.03","752.00"
"Maharashtra","Parbhani","Cereals","Rabi","1.38","1.79","1302.00"
"Maharashtra","Parbhani","Cereals","Summer","0.01","0.01","988.00"
"Maharashtra","Parbhani","Cereals","Total","1.42","1.83","1285.00"
"Maharashtra","Parbhani","Tur","Kharif","0.38","0.38","1006.00"
"Maharashtra","Parbhani","Tur","Total","0.38","0.38","1006.00"
"Maharashtra","Parbhani","Gram","Rabi","1.56","1.51","970.00"
"Maharashtra","Parbhani","Gram","Total","1.56","1.51","970.00"
"Maharashtra","Parbhani","Urad","Kharif","0.04","0.02","541.00"
"Maharashtra","Parbhani","Urad","Total","0.04","0.02","541.00"
"Maharashtra","Parbhani","Moong","Kharif","0.10","0.06","619.00"
"Maharashtra","Parbhani","Moong","Summer","0.00","0.00","184.00"
"Maharashtra","Parbhani","Moong","Total","0.10","0.06","618.00"
"Maharashtra","Parbhani","Other Pulses","Kharif","0.00","0.00","169.00"
"Maharashtra","Parbhani","Other Pulses","Rabi","0.00","0.00","509.00"
"Maharashtra","Parbhani","Other Pulses","Total","0.00","0.00","356.00"
"Maharashtra","Parbhani","Total Pulses","Total","2.08","1.98","951.00"
"Maharashtra","Parbhani","Total Food Grains","Kharif","0.56","0.50","885.00"
"Maharashtra","Parbhani","Total Food Grains","Rabi","2.94","3.31","1125.00"
"Maharashtra","Parbhani","Total Food Grains","Summer","0.01","0.01","971.00"
"Maharashtra","Parbhani","Total Food Grains","Total","3.51","3.81","1086.00"
"Maharashtra","Pune","Rice","Kharif","0.61","1.51","2480.00"
"Maharashtra","Pune","Rice","Total","0.61","1.51","2480.00"
"Maharashtra","Pune","Wheat","Rabi","0.37","0.88","2404.00"
"Maharashtra","Pune","Wheat","Total","0.37","0.88","2404.00"
"Maharashtra","Pune","Maize","Kharif","0.24","0.49","2003.00"
"Maharashtra","Pune","Maize","Rabi","0.22","0.61","2723.00"
"Maharashtra","Pune","Maize","Summer","0.05","0.09","1748.00"
"Maharashtra","Pune","Maize","Total","0.52","1.18","2291.00"
"Maharashtra","Pune","Jowar","Kharif","0.00","0.00","135.00"
"Maharashtra","Pune","Jowar","Rabi","0.83","0.77","933.00"
"Maharashtra","Pune","Jowar","Total","0.83","0.77","932.00"
"Maharashtra","Pune","Bajra","Kharif","0.24","0.27","1114.00"
"Maharashtra","Pune","Bajra","Summer","0.04","0.04","910.00"
"Maharashtra","Pune","Bajra","Total","0.28","0.31","1086.00"
"Maharashtra","Pune","Ragi","Kharif","0.02","0.02","946.00"
"Maharashtra","Pune","Ragi","Total","0.02","0.02","946.00"
"Maharashtra","Pune","Small Millets","Kharif","0.01","0.01","594.00"
"Maharashtra","Pune","Small Millets","Total","0.01","0.01","594.00"
"Maharashtra","Pune","Shree Anna /Nutri Cereals","Kharif","0.28","0.30","1078.00"
"Maharashtra","Pune","Shree Anna /Nutri Cereals","Rabi","0.83","0.77","933.00"
"Maharashtra","Pune","Shree Anna /Nutri Cereals","Summer","0.04","0.04","910.00"
"Maharashtra","Pune","Shree Anna /Nutri Cereals","Total","1.14","1.10","967.00"
"Maharashtra","Pune","Nutri/Coarse Cereals","Kharif","0.52","0.78","1512.00"
"Maharashtra","Pune","Nutri/Coarse Cereals","Rabi","1.05","1.38","1315.00"
"Maharashtra","Pune","Nutri/Coarse Cereals","Summer","0.09","0.12","1380.00"
"Maharashtra","Pune","Nutri/Coarse Cereals","Total","1.66","2.29","1380.00"
"Maharashtra","Pune","Cereals","Kharif","1.13","2.29","2034.00"
"Maharashtra","Pune","Cereals","Rabi","1.42","2.26","1596.00"
"Maharashtra","Pune","Cereals","Summer","0.09","0.12","1380.00"
"Maharashtra","Pune","Cereals","Total","2.63","4.67","1776.00"
"Maharashtra","Pune","Tur","Kharif","0.01","0.00","220.00"
"Maharashtra","Pune","Tur","Total","0.01","0.00","220.00"
"Maharashtra","Pune","Gram","Rabi","0.23","0.24","1056.00"
"Maharashtra","Pune","Gram","Total","0.23","0.24","1056.00"
"Maharashtra","Pune","Urad","Kharif","0.01","0.00","275.00"
"Maharashtra","Pune","Urad","Summer","0.00","0.00","538.00"
"Maharashtra","Pune","Urad","Total","0.01","0.00","287.00"
"Maharashtra","Pune","Moong","Kharif","0.05","0.01","284.00"
"Maharashtra","Pune","Moong","Summer","0.00","0.00","184.00"
"Maharashtra","Pune","Moong","Total","0.05","0.01","283.00"
"Maharashtra","Pune","Other Pulses","Kharif","0.07","0.03","461.00"
"Maharashtra","Pune","Other Pulses","Rabi","0.03","0.01","429.00"
"Maharashtra","Pune","Other Pulses","Total","0.10","0.04","452.00"
"Maharashtra","Pune","Total Pulses","Total","0.40","0.31","770.00"
"Maharashtra","Pune","Total Food Grains","Kharif","1.27","2.34","1850.00"
"Maharashtra","Pune","Total Food Grains","Rabi","1.68","2.52","1502.00"
"Maharashtra","Pune","Total Food Grains","Summer","0.09","0.12","1366.00"
"Maharashtra","Pune","Total Food Grains","Total","3.03","4.98","1643.00"
"Maharashtra","Raigad","Rice","Kharif","0.90","2.54","2821.00"
"Maharashtra","Raigad","Rice","Summer","0.01","0.03","3565.00"
"Maharashtra","Raigad","Rice","Total","0.91","2.57","2828.00"
"Maharashtra","Raigad","Ragi","Kharif","0.02","0.02","1132.00"
"Maharashtra","Raigad","Ragi","Total","0.02","0.02","1132.00"
"Maharashtra","Raigad","Small Millets","Kharif","0.00","0.00","460.00"
"Maharashtra","Raigad","Small Millets","Total","0.00","0.00","460.00"
"Maharashtra","Raigad","Shree Anna /Nutri Cereals","Kharif","0.03","0.03","1021.00"
"Maharashtra","Raigad","Shree Anna /Nutri Cereals","Total","0.03","0.03","1021.00"
"Maharashtra","Raigad","Nutri/Coarse Cereals","Kharif","0.03","0.03","1021.00"
"Maharashtra","Raigad","Nutri/Coarse Cereals","Total","0.03","0.03","1021.00"
"Maharashtra","Raigad","Cereals","Kharif","0.93","2.57","2771.00"
"Maharashtra","Raigad","Cereals","Summer","0.01","0.03","3565.00"
"Maharashtra","Raigad","Cereals","Total","0.93","2.60","2778.00"
"Maharashtra","Raigad","Tur","Kharif","0.01","0.01","533.00"
"Maharashtra","Raigad","Tur","Total","0.01","0.01","533.00"
"Maharashtra","Raigad","Gram","Rabi","0.01","0.01","991.00"
"Maharashtra","Raigad","Gram","Total","0.01","0.01","991.00"
"Maharashtra","Raigad","Urad","Kharif","0.00","0.00","685.00"
"Maharashtra","Raigad","Urad","Total","0.00","0.00","685.00"
"Maharashtra","Raigad","Moong","Kharif","0.00","0.00","275.00"
"Maharashtra","Raigad","Moong","Total","0.00","0.00","275.00"
"Maharashtra","Raigad","Other Pulses","Rabi","0.11","0.04","349.00"
"Maharashtra","Raigad","Other Pulses","Total","0.11","0.04","349.00"
"Maharashtra","Raigad","Total Pulses","Total","0.14","0.06","424.00"
"Maharashtra","Raigad","Total Food Grains","Kharif","0.94","2.57","2747.00"
"Maharashtra","Raigad","Total Food Grains","Rabi","0.13","0.05","415.00"
"Maharashtra","Raigad","Total Food Grains","Summer","0.01","0.03","3565.00"
"Maharashtra","Raigad","Total Food Grains","Total","1.07","2.66","2476.00"
"Maharashtra","Ratnagiri","Rice","Kharif","0.50","1.50","3029.00"
"Maharashtra","Ratnagiri","Rice","Summer","0.00","0.00","3579.00"
"Maharashtra","Ratnagiri","Rice","Total","0.50","1.50","3030.00"
"Maharashtra","Ratnagiri","Maize","Rabi","0.00","0.00","2589.00"
"Maharashtra","Ratnagiri","Maize","Total","0.00","0.00","2589.00"
"Maharashtra","Ratnagiri","Ragi","Kharif","0.07","0.10","1540.00"
"Maharashtra","Ratnagiri","Ragi","Total","0.07","0.10","1540.00"
"Maharashtra","Ratnagiri","Small Millets","Kharif","0.00","0.00","545.00"
"Maharashtra","Ratnagiri","Small Millets","Total","0.00","0.00","545.00"
"Maharashtra","Ratnagiri","Shree Anna /Nutri Cereals","Kharif","0.07","0.11","1497.00"
"Maharashtra","Ratnagiri","Shree Anna /Nutri Cereals","Total","0.07","0.11","1497.00"
"Maharashtra","Ratnagiri","Nutri/Coarse Cereals","Kharif","0.07","0.11","1497.00"
"Maharashtra","Ratnagiri","Nutri/Coarse Cereals","Rabi","0.00","0.00","2589.00"
"Maharashtra","Ratnagiri","Nutri/Coarse Cereals","Total","0.07","0.11","1502.00"
"Maharashtra","Ratnagiri","Cereals","Kharif","0.57","1.61","2839.00"
"Maharashtra","Ratnagiri","Cereals","Rabi","0.00","0.00","2589.00"
"Maharashtra","Ratnagiri","Cereals","Summer","0.00","0.00","3579.00"
"Maharashtra","Ratnagiri","Cereals","Total","0.57","1.61","2839.00"
"Maharashtra","Ratnagiri","Tur","Kharif","0.00","0.00","533.00"
"Maharashtra","Ratnagiri","Tur","Total","0.00","0.00","533.00"
"Maharashtra","Ratnagiri","Other Pulses","Kharif","0.00","0.00","517.00"
"Maharashtra","Ratnagiri","Other Pulses","Rabi","0.03","0.02","718.00"
"Maharashtra","Ratnagiri","Other Pulses","Total","0.03","0.02","716.00"
"Maharashtra","Ratnagiri","Total Pulses","Total","0.03","0.02","715.00"
"Maharashtra","Ratnagiri","Total Food Grains","Kharif","0.57","1.61","2837.00"
"Maharashtra","Ratnagiri","Total Food Grains","Rabi","0.03","0.02","738.00"
"Maharashtra","Ratnagiri","Total Food Grains","Summer","0.00","0.00","3579.00"
"Maharashtra","Ratnagiri","Total Food Grains","Total","0.60","1.63","2737.00"
"Maharashtra","Sangli","Rice","Kharif","0.12","0.18","1445.00"
"Maharashtra","Sangli","Rice","Total","0.12","0.18","1445.00"
"Maharashtra","Sangli","Wheat","Rabi","0.14","0.28","2037.00"
"Maharashtra","Sangli","Wheat","Total","0.14","0.28","2037.00"
"Maharashtra","Sangli","Maize","Kharif","0.30","0.40","1304.00"
"Maharashtra","Sangli","Maize","Rabi","0.18","0.37","2105.00"
"Maharashtra","Sangli","Maize","Summer","0.02","0.05","2643.00"
"Maharashtra","Sangli","Maize","Total","0.50","0.82","1636.00"
"Maharashtra","Sangli","Jowar","Kharif","0.11","0.05","499.00"
"Maharashtra","Sangli","Jowar","Rabi","1.12","1.18","1048.00"
"Maharashtra","Sangli","Jowar","Total","1.23","1.23","1001.00"
"Maharashtra","Sangli","Bajra","Kharif","0.31","0.10","334.00"
"Maharashtra","Sangli","Bajra","Total","0.31","0.10","334.00"
"Maharashtra","Sangli","Ragi","Kharif","0.00","0.00","2735.00"
"Maharashtra","Sangli","Ragi","Total","0.00","0.00","2735.00"
"Maharashtra","Sangli","Small Millets","Kharif","0.02","0.00","111.00"
"Maharashtra","Sangli","Small Millets","Total","0.02","0.00","111.00"
"Maharashtra","Sangli","Shree Anna /Nutri Cereals","Kharif","0.43","0.16","370.00"
"Maharashtra","Sangli","Shree Anna /Nutri Cereals","Rabi","1.12","1.18","1048.00"
"Maharashtra","Sangli","Shree Anna /Nutri Cereals","Total","1.56","1.34","860.00"
"Maharashtra","Sangli","Nutri/Coarse Cereals","Kharif","0.74","0.56","756.00"
"Maharashtra","Sangli","Nutri/Coarse Cereals","Rabi","1.30","1.55","1191.00"
"Maharashtra","Sangli","Nutri/Coarse Cereals","Summer","0.02","0.05","2643.00"
"Maharashtra","Sangli","Nutri/Coarse Cereals","Total","2.06","2.15","1048.00"
"Maharashtra","Sangli","Cereals","Kharif","0.86","0.74","855.00"
"Maharashtra","Sangli","Cereals","Rabi","1.44","1.83","1273.00"
"Maharashtra","Sangli","Cereals","Summer","0.02","0.05","2643.00"
"Maharashtra","Sangli","Cereals","Total","2.32","2.62","1128.00"
"Maharashtra","Sangli","Tur","Kharif","0.07","0.02","358.00"
"Maharashtra","Sangli","Tur","Total","0.07","0.02","358.00"
"Maharashtra","Sangli","Gram","Rabi","0.17","0.17","1033.00"
"Maharashtra","Sangli","Gram","Total","0.17","0.17","1033.00"
"Maharashtra","Sangli","Urad","Kharif","0.06","0.01","248.00"
"Maharashtra","Sangli","Urad","Total","0.06","0.01","248.00"
"Maharashtra","Sangli","Moong","Kharif","0.02","0.00","226.00"
"Maharashtra","Sangli","Moong","Total","0.02","0.00","226.00"
"Maharashtra","Sangli","Other Pulses","Kharif","0.02","0.00","189.00"
"Maharashtra","Sangli","Other Pulses","Rabi","0.00","0.00","431.00"
"Maharashtra","Sangli","Other Pulses","Total","0.02","0.00","207.00"
"Maharashtra","Sangli","Total Pulses","Total","0.33","0.22","663.00"
"Maharashtra","Sangli","Total Food Grains","Kharif","1.02","0.78","765.00"
"Maharashtra","Sangli","Total Food Grains","Rabi","1.61","2.00","1247.00"
"Maharashtra","Sangli","Total Food Grains","Summer","0.02","0.05","2643.00"
"Maharashtra","Sangli","Total Food Grains","Total","2.65","2.83","1070.00"
"Maharashtra","Satara","Rice","Kharif","0.45","0.58","1296.00"
"Maharashtra","Satara","Rice","Total","0.45","0.58","1296.00"
"Maharashtra","Satara","Wheat","Rabi","0.35","0.75","2131.00"
"Maharashtra","Satara","Wheat","Total","0.35","0.75","2131.00"
"Maharashtra","Satara","Maize","Kharif","0.17","0.09","543.00"
"Maharashtra","Satara","Maize","Rabi","0.14","0.50","3452.00"
"Maharashtra","Satara","Maize","Summer","0.00","0.01","1500.00"
"Maharashtra","Satara","Maize","Total","0.32","0.60","1870.00"
"Maharashtra","Satara","Jowar","Kharif","0.08","0.08","1041.00"
"Maharashtra","Satara","Jowar","Rabi","1.05","0.95","904.00"
"Maharashtra","Satara","Jowar","Total","1.13","1.03","914.00"
"Maharashtra","Satara","Bajra","Kharif","0.36","0.13","365.00"
"Maharashtra","Satara","Bajra","Total","0.36","0.13","365.00"
"Maharashtra","Satara","Ragi","Kharif","0.04","0.04","847.00"
"Maharashtra","Satara","Ragi","Total","0.04","0.04","847.00"
"Maharashtra","Satara","Small Millets","Kharif","0.00","0.00","359.00"
"Maharashtra","Satara","Small Millets","Total","0.00","0.00","359.00"
"Maharashtra","Satara","Shree Anna /Nutri Cereals","Kharif","0.49","0.25","518.00"
"Maharashtra","Satara","Shree Anna /Nutri Cereals","Rabi","1.05","0.95","904.00"
"Maharashtra","Satara","Shree Anna /Nutri Cereals","Total","1.54","1.20","782.00"
"Maharashtra","Satara","Nutri/Coarse Cereals","Kharif","0.66","0.35","525.00"
"Maharashtra","Satara","Nutri/Coarse Cereals","Rabi","1.19","1.45","1213.00"
"Maharashtra","Satara","Nutri/Coarse Cereals","Summer","0.00","0.01","1500.00"
"Maharashtra","Satara","Nutri/Coarse Cereals","Total","1.86","1.80","969.00"
"Maharashtra","Satara","Cereals","Kharif","1.11","0.92","836.00"
"Maharashtra","Satara","Cereals","Rabi","1.54","2.19","1421.00"
"Maharashtra","Satara","Cereals","Summer","0.00","0.01","1500.00"
"Maharashtra","Satara","Cereals","Total","2.65","3.13","1177.00"
"Maharashtra","Satara","Tur","Kharif","0.00","0.00","269.00"
"Maharashtra","Satara","Tur","Total","0.00","0.00","269.00"
"Maharashtra","Satara","Gram","Rabi","0.22","0.16","737.00"
"Maharashtra","Satara","Gram","Total","0.22","0.16","737.00"
"Maharashtra","Satara","Urad","Kharif","0.02","0.00","162.00"
"Maharashtra","Satara","Urad","Total","0.02","0.00","162.00"
"Maharashtra","Satara","Moong","Kharif","0.08","0.01","108.00"
"Maharashtra","Satara","Moong","Total","0.08","0.01","108.00"
"Maharashtra","Satara","Other Pulses","Kharif","0.38","0.38","1000.00"
"Maharashtra","Satara","Other Pulses","Rabi","0.01","0.00","440.00"
"Maharashtra","Satara","Other Pulses","Total","0.40","0.39","985.00"
"Maharashtra","Satara","Total Pulses","Total","0.72","0.57","785.00"
"Maharashtra","Satara","Total Food Grains","Kharif","1.59","1.32","829.00"
"Maharashtra","Satara","Total Food Grains","Rabi","1.78","2.36","1330.00"
"Maharashtra","Satara","Total Food Grains","Summer","0.00","0.01","1500.00"
"Maharashtra","Satara","Total Food Grains","Total","3.38","3.69","1094.00"
"Maharashtra","Sindhudurg","Rice","Kharif","0.61","1.79","2936.00"
"Maharashtra","Sindhudurg","Rice","Summer","0.02","0.04","2420.00"
"Maharashtra","Sindhudurg","Rice","Total","0.63","1.83","2923.00"
"Maharashtra","Sindhudurg","Maize","Rabi","0.00","0.01","2589.00"
"Maharashtra","Sindhudurg","Maize","Summer","0.00","0.01","2328.00"
"Maharashtra","Sindhudurg","Maize","Total","0.01","0.02","2425.00"
"Maharashtra","Sindhudurg","Ragi","Kharif","0.01","0.03","2196.00"
"Maharashtra","Sindhudurg","Ragi","Total","0.01","0.03","2196.00"
"Maharashtra","Sindhudurg","Small Millets","Kharif","0.00","0.00","519.00"
"Maharashtra","Sindhudurg","Small Millets","Total","0.00","0.00","519.00"
"Maharashtra","Sindhudurg","Shree Anna /Nutri Cereals","Kharif","0.02","0.03","2077.00"
"Maharashtra","Sindhudurg","Shree Anna /Nutri Cereals","Total","0.02","0.03","2077.00"
"Maharashtra","Sindhudurg","Nutri/Coarse Cereals","Kharif","0.02","0.03","2077.00"
"Maharashtra","Sindhudurg","Nutri/Coarse Cereals","Rabi","0.00","0.01","2589.00"
"Maharashtra","Sindhudurg","Nutri/Coarse Cereals","Summer","0.00","0.01","2328.00"
"Maharashtra","Sindhudurg","Nutri/Coarse Cereals","Total","0.02","0.05","2196.00"
"Maharashtra","Sindhudurg","Cereals","Kharif","0.63","1.82","2915.00"
"Maharashtra","Sindhudurg","Cereals","Rabi","0.00","0.01","2589.00"
"Maharashtra","Sindhudurg","Cereals","Summer","0.02","0.05","2398.00"
"Maharashtra","Sindhudurg","Cereals","Total","0.65","1.88","2898.00"
"Maharashtra","Sindhudurg","Urad","Kharif","0.00","0.00","685.00"
"Maharashtra","Sindhudurg","Urad","Total","0.00","0.00","685.00"
"Maharashtra","Sindhudurg","Moong","Summer","0.00","0.00","184.00"
"Maharashtra","Sindhudurg","Moong","Total","0.00","0.00","184.00"
"Maharashtra","Sindhudurg","Other Pulses","Kharif","0.00","0.00","655.00"
"Maharashtra","Sindhudurg","Other Pulses","Rabi","0.04","0.02","627.00"
"Maharashtra","Sindhudurg","Other Pulses","Total","0.04","0.02","629.00"
"Maharashtra","Sindhudurg","Total Pulses","Total","0.04","0.02","629.00"
"Maharashtra","Sindhudurg","Total Food Grains","Kharif","0.63","1.82","2906.00"
"Maharashtra","Sindhudurg","Total Food Grains","Rabi","0.04","0.03","772.00"
"Maharashtra","Sindhudurg","Total Food Grains","Summer","0.02","0.05","2397.00"
"Maharashtra","Sindhudurg","Total Food Grains","Total","0.69","1.90","2769.00"
"Maharashtra","Solapur","Wheat","Rabi","0.39","0.53","1378.00"
"Maharashtra","Solapur","Wheat","Total","0.39","0.53","1378.00"
"Maharashtra","Solapur","Maize","Kharif","0.57","0.76","1350.00"
"Maharashtra","Solapur","Maize","Rabi","0.49","1.20","2421.00"
"Maharashtra","Solapur","Maize","Summer","0.06","0.10","1607.00"
"Maharashtra","Solapur","Maize","Total","1.12","2.06","1836.00"
"Maharashtra","Solapur","Jowar","Kharif","0.00","0.00","121.00"
"Maharashtra","Solapur","Jowar","Rabi","2.62","1.83","699.00"
"Maharashtra","Solapur","Jowar","Total","2.62","1.83","699.00"
"Maharashtra","Solapur","Bajra","Kharif","0.25","0.05","199.00"
"Maharashtra","Solapur","Bajra","Summer","0.00","0.00","910.00"
"Maharashtra","Solapur","Bajra","Total","0.25","0.05","206.00"
"Maharashtra","Solapur","Small Millets","Kharif","0.00","0.00","291.00"
"Maharashtra","Solapur","Small Millets","Total","0.00","0.00","291.00"
"Maharashtra","Solapur","Shree Anna /Nutri Cereals","Kharif","0.25","0.05","199.00"
"Maharashtra","Solapur","Shree Anna /Nutri Cereals","Rabi","2.62","1.83","699.00"
"Maharashtra","Solapur","Shree Anna /Nutri Cereals","Summer","0.00","0.00","910.00"
"Maharashtra","Solapur","Shree Anna /Nutri Cereals","Total","2.88","1.89","656.00"
"Maharashtra","Solapur","Nutri/Coarse Cereals","Kharif","0.82","0.81","996.00"
"Maharashtra","Solapur","Nutri/Coarse Cereals","Rabi","3.11","3.03","972.00"
"Maharashtra","Solapur","Nutri/Coarse Cereals","Summer","0.06","0.10","1579.00"
"Maharashtra","Solapur","Nutri/Coarse Cereals","Total","4.00","3.94","987.00"
"Maharashtra","Solapur","Cereals","Kharif","0.82","0.81","996.00"
"Maharashtra","Solapur","Cereals","Rabi","3.50","3.56","1017.00"
"Maharashtra","Solapur","Cereals","Summer","0.06","0.10","1579.00"
"Maharashtra","Solapur","Cereals","Total","4.38","4.47","1021.00"
"Maharashtra","Solapur","Tur","Kharif","0.64","0.36","562.00"
"Maharashtra","Solapur","Tur","Total","0.64","0.36","562.00"
"Maharashtra","Solapur","Gram","Rabi","0.48","0.32","671.00"
"Maharashtra","Solapur","Gram","Total","0.48","0.32","671.00"
"Maharashtra","Solapur","Urad","Kharif","0.50","0.16","328.00"
"Maharashtra","Solapur","Urad","Summer","0.00","0.00","538.00"
"Maharashtra","Solapur","Urad","Total","0.50","0.16","328.00"
"Maharashtra","Solapur","Moong","Kharif","0.09","0.02","246.00"
"Maharashtra","Solapur","Moong","Summer","0.00","0.00","184.00"
"Maharashtra","Solapur","Moong","Total","0.09","0.02","246.00"
"Maharashtra","Solapur","Other Pulses","Kharif","0.00","0.00","292.00"
"Maharashtra","Solapur","Other Pulses","Total","0.00","0.00","292.00"
"Maharashtra","Solapur","Total Pulses","Total","1.71","0.87","508.00"
"Maharashtra","Solapur","Total Food Grains","Kharif","2.04","1.36","665.00"
"Maharashtra","Solapur","Total Food Grains","Rabi","3.98","3.88","975.00"
"Maharashtra","Solapur","Total Food Grains","Summer","0.06","0.10","1577.00"
"Maharashtra","Solapur","Total Food Grains","Total","6.09","5.34","877.00"
"Maharashtra","Thane","Rice","Kharif","0.54","1.54","2871.00"
"Maharashtra","Thane","Rice","Summer","0.00","0.00","2756.00"
"Maharashtra","Thane","Rice","Total","0.54","1.54","2871.00"
"Maharashtra","Thane","Maize","Rabi","0.00","0.00","2589.00"
"Maharashtra","Thane","Maize","Summer","0.00","0.00","2328.00"
"Maharashtra","Thane","Maize","Total","0.00","0.01","2487.00"
"Maharashtra","Thane","Jowar","Rabi","0.00","0.00","678.00"
"Maharashtra","Thane","Jowar","Summer","0.00","0.00","831.00"
"Maharashtra","Thane","Jowar","Total","0.00","0.00","696.00"
"Maharashtra","Thane","Ragi","Kharif","0.03","0.02","813.00"
"Maharashtra","Thane","Ragi","Total","0.03","0.02","813.00"
"Maharashtra","Thane","Small Millets","Kharif","0.02","0.01","770.00"
"Maharashtra","Thane","Small Millets","Total","0.02","0.01","770.00"
"Maharashtra","Thane","Shree Anna /Nutri Cereals","Kharif","0.05","0.04","796.00"
"Maharashtra","Thane","Shree Anna /Nutri Cereals","Rabi","0.00","0.00","678.00"
"Maharashtra","Thane","Shree Anna /Nutri Cereals","Summer","0.00","0.00","831.00"
"Maharashtra","Thane","Shree Anna /Nutri Cereals","Total","0.05","0.04","795.00"
"Maharashtra","Thane","Nutri/Coarse Cereals","Kharif","0.05","0.04","796.00"
"Maharashtra","Thane","Nutri/Coarse Cereals","Rabi","0.00","0.00","2233.00"
"Maharashtra","Thane","Nutri/Coarse Cereals","Summer","0.00","0.00","2259.00"
"Maharashtra","Thane","Nutri/Coarse Cereals","Total","0.05","0.04","865.00"
"Maharashtra","Thane","Cereals","Kharif","0.58","1.58","2699.00"
"Maharashtra","Thane","Cereals","Rabi","0.00","0.00","2233.00"
"Maharashtra","Thane","Cereals","Summer","0.00","0.00","2440.00"
"Maharashtra","Thane","Cereals","Total","0.59","1.58","2697.00"
"Maharashtra","Thane","Tur","Kharif","0.01","0.00","533.00"
"Maharashtra","Thane","Tur","Total","0.01","0.00","533.00"
"Maharashtra","Thane","Gram","Rabi","0.02","0.02","991.00"
"Maharashtra","Thane","Gram","Total","0.02","0.02","991.00"
"Maharashtra","Thane","Urad","Kharif","0.00","0.00","927.00"
"Maharashtra","Thane","Urad","Summer","0.00","0.00","538.00"
"Maharashtra","Thane","Urad","Total","0.00","0.00","916.00"
"Maharashtra","Thane","Moong","Summer","0.00","0.00","184.00"
"Maharashtra","Thane","Moong","Total","0.00","0.00","184.00"
"Maharashtra","Thane","Other Pulses","Kharif","0.00","0.00","700.00"
"Maharashtra","Thane","Other Pulses","Rabi","0.03","0.02","699.00"
"Maharashtra","Thane","Other Pulses","Total","0.03","0.02","699.00"
"Maharashtra","Thane","Total Pulses","Total","0.06","0.05","792.00"
"Maharashtra","Thane","Total Food Grains","Kharif","0.60","1.58","2654.00"
"Maharashtra","Thane","Total Food Grains","Rabi","0.05","0.04","874.00"
"Maharashtra","Thane","Total Food Grains","Summer","0.00","0.00","2094.00"
"Maharashtra","Thane","Total Food Grains","Total","0.65","1.63","2514.00"
"Maharashtra","Wardha","Wheat","Rabi","0.29","0.61","2065.00"
"Maharashtra","Wardha","Wheat","Total","0.29","0.61","2065.00"
"Maharashtra","Wardha","Maize","Kharif","0.00","0.00","3120.00"
"Maharashtra","Wardha","Maize","Rabi","0.00","0.00","892.00"
